glyph,phonetic,family,pinyin,cantonese,on,kun,korean,vietnamese
炦,,,bá,bat6,,,발 별,
炧,㐌,㐌,xiè,ce2 ce5 se3,,,,
炨,它,它,xiè,,,,,
炩,,,lìng,,,,,rạnh
炪,,,zhuō,,,,,đốt
炫,玄,玄,xuàn,jyun4 jyun6,KEN GEN,HIKARU,현,
炬,巨,巨,jù,geoi6,KO KYO,TAIMATSU TOMOSHIBI YAKU,거,
炭,屵,厂,tàn,taan3,TAN,SUMI,탄,than
炮,包,勹,pào,baau1 paau3,HOU,ABURU,포,pháo
炯,冋,冋,jiǒng,gwing2,KEI KYOU,AKIRAKA,형,
炰,包,勹,páo,paau4,HOU BYOU FUU FU,,포,
炱,,,tái,toi4,TAI DAI,SUSU,,
炲,,,tái,,,,,
炳,丙,丙,bǐng,bing2,HEI,AKIRAKA,병,đòng bính
炴,,,yǎng,,YOU OU EI,,,
炵,冬,冬,tōng,tung1,,,,
炶,,,shǎn,,,,,trèm
炷,,,zhù,zyu3,SHU,TOUSHIN,주,
炸,乍,乍,zhà,zaa3,SAKU SA SATSU,AGERU,작,
点,占,占,diǎn,dim2,TEN,BOCHI,점,điểm
為,0,為,wèi,wai4 wai6,I,TSUKURU NASU TAME,,
炻,,,shí,sek6,,,,
炼,,,liàn,lin6,,,,
炽,只,只,chì,ci3,,,,
炾,兄,兄,huǎng,,,,,
炿,,,zhōu,,,,,
烀,乎,乎,hū,fu1,,,,
烁,樂,樂,shuò,soek3,,,,
烂,兰,,làn,laan6,,,,
烃,,,tīng,ting1,,,,
烄,,,jiǎo,gaau2,,,,
烅,,,xù,,,,,
烆,行,行,héng,,,,,
烇,全,全,quǎn,,,,,
烈,列,列,liè,lit6,RETSU,HAGESHII,렬 열,liệt
烉,,,huàn,,KAN,AKIRAKA,,
烊,,,yáng,joeng4,YOU,ABURU YAKU,양,rang
烋,休,休,xiū,haau1 jau1,KOU KYUU KYOU,SAIWAI MEDETAI YOI,효 휴,
烌,休,休,xiū,jau1,,,,
烍,,,xiǎn,,,,,
烎,幵,干,yín,,,,,
烏,0,烏,wū,wu1,U O,KARASU IZUKUNSO,오,ô
烐,,,zhōu,zau1,,,,
烑,,,yáo,,YOU,HIKARU,,
烒,式,弋,shì,,,,,
烓,圭,圭,wēi,,EI E KEI KYOU,KAMADO,계,
烔,,,tóng,tung4,TOU ZU,ATSUI,동,
烕,灭,灭,miè,mit6,KETSU KECHI BETSU,HOROBIRU HOROBOSU,,
烖,,,zāi,zoi1,SAI,WAZAWAAI,,
烗,亥,亥,kài,,,,,
烘,,,hōng,hong3 hung1 hung4,KOU GU KYOU KU,KAGARIBI,홍,hong
烙,各,各,lào,lok3,RAKU KAKU,YAKU,낙 락,
烚,,,xiá,hap6 saap3,,,,
烛,,,zhú,zuk1,,,,chúc
烜,亘,亘,xuǎn,hyun1 hyun2,TEN KAN KI,KAWAKASU,훤,
烝,丞,氶,zhēng,zing1,JOU SHOU,MUSU MOROMORO,증,chưng
烞,朴,卜,pò,,,,,
烟,因,囗,yān,jin1,EN,KEMURI KEMURU KEMUI,연,
烠,,,huí,,,,,
烡,,,guāng,,,,,
烢,宅,乇,chè,caak3,,,,
烣,灰,灰,huī,,,,,tro
烤,考,丂,kǎo,haau1 haau2,KOU,ABURU,,khảo
烥,,,jù,,,,,
烦,,,fán,faan4,,,,
烧,堯,垚,shāo,siu1,,,,
烨,華,華,yè,jip6,,,,
烩,会,会,huì,wui6,,,,
烪,,,,,,,,
烫,汤,,tàng,tong3,,,,
烬,盡,聿,jìn,zeon6,JIN,,,
热,执,执,rè,jit6,,,,
烮,列,列,liè,,,,,
烯,希,㐅,xī,hei1,,,희,
烰,孚,孚,fú,fau4,,,,
烱,冏,冏,jiǒng,gwing2,KEI KYOU,AKIRAKA,경,
烲,折,折,xiè,,,,,
烳,,,pǔ,,,,,
烴,巠,巛,tīng,ting1,,,,
烵,芍,勺,zhuó,zoek3,,,,
烶,廷,壬,tǐng,,,,,
烷,完,元,wán,jyun2 jyun4,,,,
烸,,,hǎi,,,,,mồi
烹,亨,亨,pēng,paang1,HOU,NIRU,팽,phanh
烺,,,lǎng,long5,KOU,HI,랑,
烻,延,延,yàn,jin3,,,,
烼,,,xù,,,,,
烽,夆,丰,fēng,fung1,HOU,NOROSHI,봉,
烾,,,chì,cek3,,,,
烿,彤,丹,róng,,,,,
焀,,,hú,,,,,
焁,吹,欠,xī,,,,,
焂,攸,攸,shū,suk1,,,,
焃,,,hè,,KAKU KYAKU KEKI,AKAI,혁,
焄,君,君,xūn,fan1,KUN,IBUSU,훈,
焅,吿,吿,kù,guk6,KOKU KOU,KAWAKASU,,
焆,肙,囗,juān,,ETSU ECHI KEN EN,,결,
焇,,,xiāo,,SHOU SOU,KAWASU KAWAKASU TOROKASU,,
焈,戺,,xī,,,,,
焉,0,焉,yān,jin1 jin4,EN I,IZUKUNSO SUNAWACHI KORE,언,vờn
焊,旱,干,hàn,hon6,,,,
焋,壯,爿,zhuàng,,SOU SHOU,,,
焌,,,jùn,ceot1 zeon3,SHUN SON SAN,YAKU,준,
焍,弟,丿,dì,,,,,
焎,折,折,xiè,,,,,
焏,了,了,jí,,KYOKU KE,SUMIYAKA,,
焐,吾,五,wù,ng6,,,,
焑,困,困,yān,,,,,
焒,吕,吕,lǚ,,,,,lửa
焓,含,今,hán,ham4,,,,hầm
焔,1,焔,yàn,,EN,HONOO,,
焕,奂,,huàn,wun6,KAN,AKIRAKA,,
焖,闷,,mèn,mun6,,,,
焗,局,局,jú,guk6,,,,
焘,寿,寿,dào,dou6 tou4,,,,
焙,咅,咅,bèi,bui6,HOU HAI HOI,ABURU,배,vùi
焚,林,林,fén,fan4,FUN,YAKU,분,
焛,,,lìn,,,,,
焜,昆,昆,kūn,gwan1,KON,KAGAYAKU,혼,
焝,昏,昏,hùn,fan3,,,,hun
焞,享,亨,tūn,seon4 teon1,TON DON TAI TSUI,AKIRAKA,돈 순,hửng
焟,昔,昔,xī,,,,,
焠,,,cuì,ceoi3 seoi6,SAI SUI,YAKU,쉬,sốt
無,,,wú,mou4,MU BU,NAI NAKARE,무,vô
焢,空,工,hōng,,,,,
焣,,,chǎo,,,,,
焤,府,付,fǔ,,,,,
焥,宛,㔾,wò,,,,,
焦,0,焦,jiāo,ziu1,SHOU,KOGERU ASERU KOGASU,초,
焧,忩,公,cōng,,,,,
焨,冐,冃,fèng,,,,,
焩,朋,朋,píng,pang4,,,,vằng
焪,穹,弓,qióng,,,,,
焫,芮,内,ruò,naat3,ZETSU NECHI,YAKU,,
焬,,,xī,sik1,,,,
焭,,,qióng,king4,KEI,HITORIMONO,경,
焮,欣,斤,xìn,jan1,,,흔,
焯,卓,早,chāo,coek3 zoek3,SHAKU TOKU TAKU,AKIRAKA,작,
焰,臽,臽,yàn,jim4 jim6,EN,HONOO,염,diễm
焱,0,焱,yàn,jim6,EN KEKI KYAKU,HONOO,혁,
焲,夜,夜,yì,,,,,
焳,,,jué,zoek3,,,,
焴,育,肉,yù,juk1,,,,
焵,岡,网,gàng,gong3,,,,
然,肰,犬,rán,jin4,ZEN NEN,MOERU SHIKAREDOMO SHIKASHITE,연,nhiên
焷,,,pí,,,,,
焸,,,xiòng,,KO KU KEI KYOU,,,
焹,罔,亡,gàng,,,,,
焺,昇,升,shēng,,,,,
焻,昌,昌,chàng,coeng3,SHOU,,,
焼,堯,垚,shāo,,SHOU,YAKU YAKI,,
焽,明,明,xiǒng,,,,,
焾,念,今,niǎn,nam4,,,,nám
焿,庚,庚,gēng,gang1,,,,
煀,屈,出,wei,wat1,,,,
煁,甚,甚,chén,nam4 sam4,SHIN JIN,KAMADO,,
煂,,,hè,,,,,
煃,奎,圭,kuǐ,,,,규,
煄,,,zhǒng,,,,,
煅,段,,duàn,dyun3,TAN,KITAAERU,,
煆,叚,叚,xiā,dyun6 haa6,KA KE,ATSUI,하,
煇,軍,軍,huī,fai1 wai1,KI KEN KAN KUN,HIKARI,훈 휘,
煈,,,fèng,,,,,
煉,柬,柬,liàn,lin6,REN,NERU,련 연,luyện
煊,宣,亘,xuān,hyun1,KEN KAN,ATATAKA,훤,
煋,星,生,xīng,sing1,SEI SHOU,ATSUI,,
煌,皇,王,huáng,wong4,KOU,KAGAYAKU,황,
煍,秋,秋,jiǎo,cau1,,,,
煎,前,前,jiān,zin1,SEN,IRU,전,
煏,畐,畐,bì,bik6,,,,bức
煐,英,央,yīng,,EI YOU,,영,
煑,,,zhǔ,zyu2,SHA SHO,NIRU NIERU,,
煒,,,wěi,wai5,I KI,,위 휘,
煓,耑,而,tuān,,,,단,
煔,,,shǎn,sim2,,,,
煕,巸,己,xī,,KI,HIKARI HIKARU,희,
煖,爰,爰,nuǎn,hyun1 nyun5,DAN KEN,ATATAMERU,난,
煗,耎,而,nuǎn,lyun5 nyun5,DAN NAN,ATATAKA ATATAMERU,난,
煘,咸,咸,chán,,,,,
煙,垔,垔,yān,jin1,EN,KEMURI KEMURU KEMUI,연,
煚,昛,,jiǒng,gwing2,KEI KYOU,HI,,
煛,,,jiǒng,,,,,
煜,昱,,yù,juk1,IKU IU OU,KAGAYAKU,욱,
煝,眉,眉,mèi,mei6,,,미,
煞,,,shā,saat3,SATSU SAI SETSU,KOROSU,살,
煟,胃,胃,wèi,wai6,,,,
煠,枼,卅,zhá,zaa3,YOU CHOU SOU JOU,YAKU,,
煡,建,建,jìn,,,,,
煢,卂,卂,qióng,king4,KEI,,경,
煣,柔,矛,róu,jau2 jau4,,,,
煤,某,某,méi,mui4,BAI MAI,SUSU,매,muồi
煥,奐,奐,huàn,wun6,KAN,AKIRAKA,환,
煦,昫,口,xù,heoi2 jyu3,KU,ATATAMERU,후,
照,昭,刀,zhào,ziu3,SHOU,TERU TERASU TERI,조,chiếu
煨,畏,畏,wēi,wui1,WAI UTSU UCHI,UZUMIBI,외,oi
煩,0,煩,fán,faan4,HAN BON,WAZURAU WAZURAWASU WAZURAWASHI,번,phiền
煪,酋,酋,qiú,,,,,
煫,㒸,豕,suì,seoi6,,,,
煬,昜,昜,yáng,joeng4,YOU,ABURU,양,
煭,,,liè,,,,,
煮,者,者,zhǔ,zyu2,SHA SHO,NIRU NIERU,자,
煯,皆,皆,jiē,,,,,
煰,,,zào,,,,,
煱,咼,冎,guā,wo1,,,,
煲,保,呆,bāo,bou1,,,,
煳,胡,古,hú,wu4,,,,
煴,昷,昷,yūn,wan3,UN ON,IKIRE,,
煵,南,南,nǎn,laam4 naam4,,,,
煶,,,shì,zik6,,,,
煷,亮,亮,liang,fo2,,,,
煸,扁,扁,biān,bin1 pin1,,,,
煹,冓,冓,gòu,,KOU KU,NOROSHI,,
煺,退,退,tuì,teoi3,,,,
煻,唐,庚,táng,tong4,,,,
煼,芻,芻,chǎo,caau2,,,,
煽,扇,羽,shān,sin3,SEN,AORU ODATERU OKORU,선,phiến
煾,恩,囗,ēn,jan1,,,,
煿,尃,父,bó,,,,,
熀,晃,火,huǎng,fong2,YOU KYOU KOU,SAKAN,엽 황,
熁,脅,劦,xié,,,,,
熂,氣,氣,xì,,,,,
熃,務,矛,wù,,,,,
熄,息,自,xī,sik1,SOKU,KIERU YAMU,식,tắt
熅,昷,昷,yùn,wan1 wan3,UN ON,UZUMIBI,온,đào ùn
熆,盍,去,hé,,,,,
熇,,,hè,haau2 hok3 huk6,KOKU KAKU KOU,ATSUI,혹 효,
熈,巸,己,xī,hei1,KI,HIKARU HIROI YOROKOBU,희,
熉,員,囗,yún,,,,운,
熊,能,能,xióng,hung4,YUU,KUMA,웅,hùng
熋,能,能,nái,,,,,
熌,閃,閃,shǎn,sim3,SEN,MOEAGARU,,
熍,宮,宮,qióng,,,,,
熎,䍃,肉,yào,jiu3,,,,
熏,0,熏,xūn,fan1,KUN,FUSUBERU KUSUBERU,훈,
熐,冥,冖,mì,,,,,
熑,,,lián,lim4,,,,mũi rim
熒,,,yíng,jing4,KEI GYOU KOU,HIKARI,형,
熓,烏,烏,wǔ,,,,,
熔,容,容,róng,jung4,YOU,IGATA TOKERU,용,
熕,貢,工,gōng,,KOU,OOZUTSU,,
熖,舀,舀,yàn,jim6,EN,HONOO,,
熗,倉,倉,qiàng,coeng3,,,,
熘,留,丣,liū,lau4 lau6 liu1,,,,
熙,巸,己,xī,hei1,KI,HIKARI HIKARU,희,hây
熚,畢,畢,bì,,HITSU HICHI,,,
熛,票,票,biāo,biu1,HYOU,,표,
熜,悤,囱,cōng,zung2,,,,
熝,,,lù,luk6,,,,
熞,堅,臣,jiān,,,,,
熟,孰,亨,shú,suk6,JUKU,URERU NIRU TSURATSURA,숙,thục
熠,習,習,yì,jap1,YUU SHUU JUU,HIGARI,습,
熡,,,lóu,,,,루,
熢,逢,丰,péng,pung4,HOU,NOROSHI TOBUHI,봉,
熣,崔,隹,suī,seoi1,,,,thui
熤,翌,羽,yì,jap1,,,익,
熥,通,用,tēng,tung1,,,,
熦,雀,雀,jué,,,,,
熧,從,,zōng,,,,,
熨,尉,,yùn,tong3 wai3 wan6 wat1,I UTSU,OSAERU NOSU HINOSHI,위,ủi
熩,扈,戸,hù,,,,호,
熪,移,夕,yí,,,,,
熫,庶,庶,zhì,,,,,
熬,敖,方,áo,ngou4,GOU,IRU,오,
熭,彗,彗,wèi,wai6,,,,
熮,翏,翏,liǔ,,,,,
熯,,,hàn,hon3 hon5,ZEN NEN GAN,GAWAKU,선,
熰,區,區,ōu,au1 ngau1,OU U,MARUYAKI,,
熱,埶,埶,rè,jit6,NETSU ZETSU NECHI,ATSUI,열,nhiệt
熲,,,jiǒng,gang2 gwing2 wing6,KEI KYOU,HIGARI,경,
熳,曼,冃,màn,maan4 maan6,MAN,MIGARINI,,
熴,崑,昆,kūn,gwan1 kwan1,,,,
熵,商,商,shāng,soeng1,,,,
熶,最,最,cuàn,,,,,chói
熷,,,zēng,zang1,,,,tưng
熸,朁,兓,jiān,zim1,,,,
熹,喜,喜,xī,hei1,KI,ABURU,희,
熺,喜,喜,xī,hei1,KI,AKARUI ABURU,희,
熻,翕,合,xī,,,,,
熼,異,異,yì,,,,,
熽,肅,肅,xiào,,,,,
熾,戠,戠,chì,ci3,SHI,SAKAN,치,xé
熿,,,huáng,,KOU OU,KAGAYAKU,,
燀,,,chǎn,cin2 daan6 zin2,SEN TAN,TAKU,,
燁,華,華,yè,jip6,YOU YUU OU,SAKAN,엽,
燂,覃,覃,tán,cim4 taam4,,,,
燃,然,犬,rán,jin4 jin6,NEN ZEN,MOERU MOYASU,연,nhen
燄,臽,臽,yàn,jim6,EN,HONOO,,
燅,坴,圥,xún,cam4 cim4,,,,
燆,喬,喬,qiāo,,,,,
燇,尊,尊,jùn,,,,,
燈,登,登,dēng,dang1,TOU,TOMOSHIBI HI,등,đăng
燉,敦,亨,dùn,dan6 deon6,TON,AKIRAKA,돈,đun
燊,焱,焱,shēn,san1,,,,
燋,焦,焦,jiāo,ciu4 ziu1,SHOU JOU SEKI SHAKU,TAIMATSU,초,
燌,賁,卉,fén,,FUN HON,TAKU YAKU,,
燍,斯,其,sī,,,,,
燎,尞,尞,liáo,liu4 liu6,RYOU,KAGARIBI,료 요,díp liệu
燏,矞,冏,yù,wat6,,,율,
燐,粦,舛,lín,leon4,RIN,ONIBI,린 인,lân
燑,童,童,tóng,tung4,,,,
燒,堯,垚,shāo,siu1,SHOU,YAKU,소,thiêu
燓,棥,棥,fén,,FUN BUN HAN BON,YAKU YAKIGARI,,
燔,番,釆,fán,faan4,HAN,YAKU,번,
燕,0,燕,yàn,jin1 jin3,EN,TSUBAME,연,én
燖,尋,尋,xún,cam4,SHIN JIN SEN ZEN,NIRU,심,
燗,閒,門,làn,,RAN KAN,KAN KANSURU,,
燘,閔,文,měi,mui2,,,,
燙,湯,昜,tàng,tong3,TOU DOU,ATATAMERU,탕,
燚,,,yì,jik6,ITSU ICHI,,,
燛,臦,,jiǒng,,,,경,
燜,悶,門,mèn,mun6,MON,,,
燝,景,京,jing,ging2,,,,
燞,,,jiǎo,,,,,
營,𤇾,,yíng,jing4,EI,ITONAMU,영,
燠,奧,奧,yù,juk1,IKU OU,ATATAKAI,오 우 욱,
燡,睪,幸,yì,jik6,,,,
燢,,,xué,,,,,
燣,稟,㐭,lán,,,,,
燤,萬,萬,tài,,,,,
燥,喿,喿,zào,cou3,SOU,KAWAKU,조,táo
燦,粲,,càn,caan3,SAN,AKIRAKA,찬,xán
燧,遂,豕,suì,seoi6,SUI,HIUCHI NOROSHI,수,
燨,義,我,xī,,,,,
燩,敫,方,què,,,,,
燪,葱,匆,zǒng,,,,,
燫,廉,兼,lián,lim4,,,,
燬,毀,,huǐ,wai2,KI,YAKU,훼,
燭,蜀,蜀,zhú,zuk1,SHOKU SOKU,TOMOSHIBI,촉,đuốc
燮,0,燮,xiè,sip3 sit3,SHOU,YAWARAGERU,섭,
燯,零,令,líng,,,,,
燰,愛,愛,wēi,,,,,áy
燱,意,意,yì,,,,,
燲,,,xié,,,,,
燳,照,刀,zhào,,,,,
燴,會,會,huì,wui6,,,,
燵,達,大,dá,daat6,TATSU,,,
燶,農,農,nóng,nung1,,,,nóng
燷,禀,㐭,lán,,,,,
燸,需,而,rú,,JIYU NYU DAN,ATATAMERU,,
燹,豩,豩,xiǎn,sin2,SEN,NOBI,희,
燺,,,hè,,,,,
燻,熏,熏,xūn,fan1,KUN,FUSUBERU KUSUBERU,훈,hun
燼,盡,聿,jìn,zeon2 zeon6,JIN,MOENOKORI,신,tần
燽,壽,壽,chóu,,,,주,
燾,壽,壽,dào,dou6 tou4,TOU DOU CHUU JU,TERASU,도,
燿,翟,翟,yào,jiu6,YOU,KAGAYAKU,요,
爀,赫,赫,hè,haak1,KAKU,AKAI KAGAYAKU,혁,
爁,監,監,làn,laam4 laam6,,,람,rám
爂,,,biāo,,,,,
爃,榮,,róng,,,,,
爄,厲,萬,lì,,,,,
爅,墨,黑,mò,,,,,
爆,暴,暴,bào,baau3,BAKU,SAKERU YAKU,폭,
爇,熱,埶,ruò,jyut3,ZETSU NECHI ZEI NEI NETSU,YAKU,설,
爈,慮,虍,lǜ,,RYO RO,YAKU YAMABI,,
爉,巤,巤,là,laap6,ROU RYOU,,,dộp
爊,麃,麃,āo,ngou4,,,,
爋,勲,熏,xūn,,,,훈,
爌,廣,炗,kuàng,kong3 kwong3,,,광,quáng
爍,樂,樂,shuò,lik1 soek3,SHAKU,TOKASU,삭,
爎,寮,尞,liáo,liu4,,,,
爏,歷,秝,lì,lik6,,,,
爐,盧,𧆨,lú,lou4,RO,IRORI,노 로,chùa lô
爑,蕉,焦,jué,,,,,
爒,尞,尞,liǎo,,,,,
爓,閻,臽,yàn,jim6,EN SEN ZEN,HIKARI,,
爔,羲,我,xī,hei1,,,희,
爕,,,xiè,sit3,,,,
爖,,,lóng,lung4,,,,
爗,曅,華,yè,jip6,YOU YUU OU,SAKAN,엽,
爘,餐,,cān,,,,,
爙,襄,襄,rǎng,,,,,nháng
爚,龠,龠,yuè,joek6,YAKU SHAKU,,약,
爛,闌,柬,làn,laan6,RAN,TADARERU,난 란,lạn
爜,叢,取,cóng,,,,,
爝,爵,爵,jué,zoek6,SHAKU SAKU SHOU,TAIMATSU,,
爞,蟲,蟲,chóng,cung4,,,,
爟,雚,吅,guàn,gun3,KAN KEN GEN,YAKU,관,
爠,瞿,䀠,ju,,,,,
爡,蠆,萬,chè,,,,,
爢,靡,麻,mí,mei4,,,,
爣,黨,向,tǎng,tong2,,,,
爤,蘭,柬,làn,laan6,RAN,TADARERU,,
爥,屬,蜀,zhú,zuk1,,,촉,
爦,覽,,lǎn,laam5,,,,
爧,靈,霝,líng,,,,,
爨,1,爨,cuàn,cyun3,SAN,KASHIGU KAMADO,찬,
爩,鬱,鬱,yù,wat1,,,,
爪,0,爪,zhǎo,zaau2,SOU,TSUME,조,trảo
爫,,,zhǎo,zaau2,,TSUMEKANMURI TSUMEGASHIRA,,làm
爬,巴,巴,pá,paa4,HA,KAKU,파,bò
爭,1,爭,zhēng,caang1 zaang1 zang1,SOU,ARASOU,쟁,tranh
爮,,,páo,paau4,,,,
爯,0,爯,chēng,,SHOU,TONAHE AGERU,,
爰,0,爰,yuán,jyun4 wun4,EN,KOKONI,원,vươn
爱,旡,旡,ài,ngoi3 oi3,,,,
爲,0,爲,wèi,wai4 wai6,I,TSUKURU NASU TAME,위,vay
爳,爲,爲,han,,,,,
爴,國,或,jué,,KAKU,TSUKAMU SARAU,,
爵,0,爵,jué,zoek3,SHAKU,SAKAZUKI,작,tước
父,0,父,fù,fu2 fu6,FU HO,CHICHI,부,
爷,,,yé,je4,,,,
爸,巴,巴,bà,baa1,HA BA,,파,
爹,,,diē,de1,TA DA,,다,
爺,耶,耶,yé,je4,YA,CHICHI JIJI OYAJI,야,
爻,0,爻,yáo,ngaau4,KOU,MAJIWARU,효,
爼,且,且,zǔ,,SHO SO,MANAITA,,
爽,0,爽,shuǎng,song2,SOU,AKIRAKA SAWAYAKA TAGAU,상,sửng
爾,尒,尒,ěr,ji5,JI NI,NANJI SONO SHIKARI,이,nhãi
爿,0,爿,pán,baan2 baan6 coeng4,SHOU,DAI KIGIRE,,
牀,爿,爿,chuáng,cong4,SOU SHOU,YUKA,상,giường
牁,,,kē,go1 o1,KA,KUI,,
牂,,,zāng,zong1,SOU ZOU,MEHITSUJI,장,
牃,枼,卅,dié,,OUCHOU YOU SHOU JI,YUZURIHA,,
牄,倉,倉,qiāng,coeng1,,,,
牅,庸,庸,yōng,,YOU,KAKINE,,
牆,嗇,嗇,qiáng,coeng4,SHOU,KAKI,장,teo tường
片,0,片,piàn,pin3,HEN,KATA KIRE PENSU,편,phiến
版,反,反,bǎn,baan2,HAN,ITA FUDA,판,bản
牉,半,半,pàn,bun3 pun3,,,,
牊,,,cháo,,,,,
牋,戔,戔,jiān,zin1,SEN,FUDA,전,tiên
牌,卑,卑,pái,paai4,HAI,FUDA,패,bài
牍,賣,買,dú,duk6,,,,
牎,怱,匆,chuāng,,SOU,MADO,,
牏,兪,兪,yú,jyu4 tau4,CHU JU YU SHU,,,
牐,臿,臿,zhá,zaap6,SOU JOU,ITAGAKOI,,
牑,扁,扁,biān,,,,,
牒,枼,卅,dié,dip6,CHOU JOU,FUDA,첩,điệp
牓,旁,方,bǎng,bong2,BOU HOU,HUDA,방,
牔,尃,父,bó,,HAKU,NOKIITA,박,
牕,悤,囱,chuāng,coeng1,SOU,MADO,,
牖,,,yǒu,jau5,YUU YU,MADO,유,
牗,庸,庸,yǒu,jau5,,,,
牘,賣,買,dú,duk6,TOKU,FUDA KAKIMONO,독,
牙,0,牙,yá,ngaa4,GA GE,KIBA HA,아,nha
牚,尚,向,chēng,,TOU CHOU,HASHIRA,탱,
牛,0,牛,niú,ngau4,GYUU,USHI,우,ngưu
牜,0,牜,niú,ngau4,,USHIHEN,,
牝,匕,匕,pìn,pan5,HIN,MESU,빈,
牞,,,jiū,,KYUU KU,,,
牟,厶,厶,móu,mau4,BOU MU,MUSABORU,모,rậm màu
牠,,,tā,taa1 to1,TA DA,,,
牡,土,土,mǔ,maau5 mau5,BO BOU,OSU,모,
牢,0,牢,láo,lou4,ROU,HITOYA KATAI,뇌 뢰,lao
牣,,,rèn,jan6,JIN NIN,MISARU,인,nhẳn
牤,,,māng,,,,,
牥,,,fāng,,,,,
牦,,,máo,moi4,,,,
牧,攵,攵,mù,muk6,BOKU MOKU,MAKI KAU YASHINAU,목,
牨,亢,亢,gāng,,KOU CHIN,OUSHI,,
物,勿,勿,wù,mat6,MOTSU BUTSU,MONO,물,vật
牪,,,yàn,,,,,
牫,1,牫,gē,,KA BATSU,KIRU,,
牬,1,牬,bèi,,HAI,,,
牭,四,四,sì,,,,,
牮,,,jiàn,zin3,SEN,TSUTSUPORI,,
牯,,,gǔ,gu2,KO KU,OUSHI,고,
牰,,,yòu,,,,,
牱,,,gē,,KA,,,
牲,生,生,shēng,saang1 sang1,SEI SHOU,IKENIE,생,sinh
牳,母,母,mǔ,,,,,
牴,氐,氏,dǐ,dai2,TEI,FURERU,저,
牵,,,qiān,hin1,,,,
牶,龹,龹,quàn,,,,,
牷,全,全,quán,cyun4,SEN ZEN,IKENIE,,
牸,字,子,zì,zi3 zi6,SHI JI,MESU,자,
特,寺,之,tè,dak6,TOKU DOKU,OUSHI HITORI KOTONI,특,đặc
牺,西,西,xī,hei1,,,,
牻,尨,尨,máng,mong4,BOU MOU,MADARA,,
牼,巠,巛,kēng,hang1,KOU KYOU KAN KEN,,,
牽,玄,玄,qiān,hin1,KEN,HIKU,견,
牾,吾,五,wǔ,ng5,GO,SAKARAU,,
牿,吿,吿,gù,guk1,KOKU,ORI,,
犀,㞑,㞑,xī,sai1,SEI SAI,SAI KATAI SURUDOI,서,tê
犁,利,利,lí,lai4,RI REI,SUKI,리,
犂,𥝢,,lí,lai4,RI REI RYUU,SUKI,리,
犃,咅,咅,pǒu,,,,,
犄,,,jī,gei1,I KI,,,
犅,岡,网,gāng,gong1,,,,
犆,直,直,zhí,dak6 dat6 zik6,,,,
犇,1,犇,bēn,ban1,HON,HASHIRU HISHIMEKU,분,
犈,卷,龹,quán,,,,,
犉,享,亨,chún,seon4,JUN NIN ZEN NEN,,,
犊,賣,買,dú,duk6,,,,
犋,具,具,jù,geoi6,,,,
犌,叚,叚,jiā,gaa1,,,,
犍,建,建,jiān,gin1,KEN KON GEN,,건,
犎,封,封,fēng,fung1,HOU FU,,,
犏,扁,扁,piān,pin1,,,,
犐,科,科,kē,,,,,
犑,狊,狊,jú,,,,,
犒,高,高,kào,hou3,KOU,NEGIRAU,호,
犓,芻,芻,chú,co1,SU SHU SUU,,,
犔,氣,氣,xì,hei3,,,,
犕,,,bèi,,,,,
犖,𤇾,,luò,lok3,RAKU,MADARAUSHI,락,
犗,害,丰,jiè,gaai3,,,,
犘,,,má,,,,,
犙,參,參,sān,,,,,
犚,尉,,wèi,wai3,,,,
犛,𠩺,𠩺,máo,lei4,BOU MYOU MOU RI,KARAUSHI YAKU,,
犜,敦,亨,dūn,,,,,
犝,童,童,tóng,tung4,,,,
犞,喬,喬,qiáo,,,,,
犟,强,强,jiàng,goeng6 koeng5,,,,
犠,義,我,xī,,GI KI,IKENIE,,nghé
犡,厲,萬,lì,,,,,
犢,賣,買,dú,duk6,TOKU,KOUSHI,독,
犣,巤,巤,liè,lip6,,,,
犤,罷,能,pái,bei1,,,,
犥,麃,麃,piāo,,,,,
犦,暴,暴,bó,bok6,,,,
犧,羲,我,xī,hei1,GI KI,IKENIE,희,
犨,雔,雔,chōu,cau4,SHUU SHU,,,
犩,魏,委,wéi,ngai4,,,,
犪,夔,夒,kuí,kwai4,,,,
犫,讎,雔,chōu,,,,,
犬,0,犬,quǎn,hyun2,KEN,INU,견,
犭,,,quǎn,hyun2,,KEMONOHEN,,
犮,0,犮,bá,bat6,HATSU BACHI,,,
犯,㔾,㔾,fàn,faan6,HAN BON,OKASU,범,phạm
犰,,,qiú,kau4,,,,
犱,,,jǐ,,KEKI KYAKU,,,
犲,才,才,chái,caai4,SAI,YAMAINU,,
犳,勺,勺,zhuó,,,,작,
犴,,,àn,hon4 hon6 ngon6,KAN GAN,,안,
犵,乞,乞,gē,hat1,,,힐,
状,爿,爿,zhuàng,zong6,JOU,KATACHI,,
犷,,,guǎng,gwong2,,,,
犸,,,mà,,,,,
犹,尤,又,yóu,jau4,YUU YOU,NAO,,
犺,亢,亢,kàng,kong3,,,,
犻,巿,巿,bó,,,,,
犼,孔,孔,hǒu,,,,,
犽,,,yà,ngaa4,,,,
犾,犬,犬,yín,,GIN,,,
犿,卞,卞,huān,bin6 faan1 fun1,,,,
狀,,,zhuàng,zong6,JOU,,상 장,trạng
狁,允,㠯,yǔn,wan5,IN,,,
