glyph,phonetic,pinyin,cantonese,on,kun,korean,vietnamese
尃,甫,fū,fu1,FU HO,SHIKU AMANESHI MOTO HARAU,,
射,0,shè,je6 jik6 se6,SHA SEKI,IRU ATERU SASU,사,xạ
尅,克,kè,hak1,KOKU,KATSU,극,
将,寽,jiāng,zoeng1 zoeng3,SHOU SOU,HIKIIRU MOTTE MASANI,장,
將,𪧷,jiāng,zoeng1 zoeng3,SHOU SOU,HIKIIRU MOTTE HATA,장,tướng
專,叀,zhuān,zyun1,SEN,MOPPARA,전,chuyên
尉,,wèi,wai3 wat1,I,OSAERU YASUNJIRU,위,
尊,0,zūn,zeon1 zyun1,SON,TATTOI TOUTOI TATTOBU,존,tôn
尋,0,xún,cam4,JIN,TAZUNERU HIRO TSUNE,심,tầm
尌,壴,shù,syu6,SHU JU CHU JIU,TATERU TATSU WARAHA SHIMOBE,주,
對,0,duì,deoi3,TAI TSUI,MUKAU NARABU AITE,대,đỗi
導,道,dǎo,dou6,DOU,MICHIBIKU MICHIBIKI,도,đạo
小,0,xiǎo,siu2,SHOU,CHIISAI KO O,소,tiểu
尐,,jié,,SETSU SECHI SHITSU SHICHI,SUKUNAI CHIHISAI,,
少,丿,shǎo,siu2 siu3,SHOU,SUKUNAI SUKOSHI SHIBARAKU,소,thiểu
尒,0,ěr,ji5,JI NI,SHIKARI WAKERU NANJI CHIKAI,,
尓,0,ěr,ji5,JI NI,NANJI SONO SHIKARI,,
尔,0,ěr,ji5,JI NI,NANJI SONO SHIKARI,이,nể
尕,,gǎ,gaa1,,,,
尖,0,jiān,zim1,SEN,TOGARU SURUDOI,첨,tiêm
尗,0,shū,,SHUKU,MAME,,
尘,,chén,can4,,,,
尙,冋,shàng,,SHOU,,상,thượng
尚,向,shàng,soeng6,SHOU,KUWAERU TATTOBU NEGAU,,chuộng
尛,,mó,,,,,
尜,夵,gá,gaa1 gaat3,,,,
尝,龸,cháng,soeng4,,,,
尞,0,liào,liu4,RYOU,KAGARIBI,,
尟,,xiǎn,sin2,SEN SEU,SUKUNAI,선,
尠,甚,xiǎn,sin2,SEN,SUKUNAI,선,
尡,昆,kun,,,,,
尢,0,yóu,wong1,OU,ASHINAE SEMUSHI,,
尣,,wāng,wong1,OU,MAGEASHI,,
尤,又,yóu,jau4,YUU,TOGAMERU TOGA MOTTOMO,우,
尥,勺,liào,liu6,RYOU HOU CHOU,YUKINAYAMU,,
尦,勺,liào,,RYOU HOU CHOU,YUKINAYAMU,,
尧,,yáo,jiu4,,,,
尨,0,máng,mong4 mung4 pong4,BOU,MUKUINU,방,
尩,,wāng,,OU,ASHINAE SUNENOMAGATSUTAHITO,,
尪,,wāng,wong1,OU,MAGARU YOWAI,,
尫,,wāng,,OU,MAGARU YOWAI,왕,
尬,介,gà,gaai3,KAI KATSU KECHI,ASHINAE,,
尭,0,yáo,,GYOU,TAKAI,,
尮,朶,duò,,TA,ASHINAE SEMUSHI,,
尯,危,kuì,,KI,UMU CHINBA ASHINAE,,
尰,,zhǒng,zung1 zung2,SHOU JU,,,
就,0,jiù,zau6,SHUU JU,TSUKU,취,
尲,,gān,gaam3,KAN KEN,,,
尳,,gǔ,,KOTSU KUCHI KUWATSU GECHI,,,
尴,監,gān,gaam1 gaam3,,,,
尵,貴,tuí,,TAI DE,UMAGAYAMU,,
尶,監,gān,,KAN KEN,,,
尷,監,gān,gaam1 gaam3,KAN KEN,,,
尸,0,shī,si1,SHI,SHIKABANE KATASHIRO,시,thây
尹,0,yǐn,wan5,IN,OSA TADASU,윤,doãn
尺,0,chǐ,ce2 cek3,SHAKU SEKI,MONOSASHI,척,xích
尻,九,kāo,haau1,KOU,SHIRI,고,
尼,匕,ní,nei4,NI JITSU,AMA,니,ni
尽,0,jǐn,zeon6,JIN,TSUKUSU TSUKIRU KOTOGOTOKU,진,tận
尾,0,wěi,mei5,BI,O,미,vĩ
尿,0,niào,niu6 seoi1,NYOU,IBARI,뇨 요,
局,0,jú,guk6,KYOKU,TSUBONE SHIKIRU,국,cục
屁,比,pì,pei3,HI,HE,비,
层,,céng,cang4,,,,
屃,,xì,,KI,NEIKI IBIKI,,
屄,,bī,bei1,HI,,,
居,0,jū,geoi1,KYO KI,IRU ORU OKU,거,cư
屆,凷,jiè,gaai3,KAI,TODOKERU TODOKU TODOKE,계,
屇,,tián,,TEN DEN,ANA,전,
屈,出,qū,wat1,KUTSU,KAGAMU KAGAMERU,굴,khuất
屉,世,tì,tai3,,,,
届,凷,jiè,gaai3,KAI,TODOKERU TODOKU TODOKE,,
屋,0,wū,nguk1 uk1,OKU,YA YANE,옥,ốc
屌,吊,diǎo,diu2,CHOU,,,
屍,死,shī,si1,SHI,SHIKABANE,시,thi
屎,0,shǐ,hei1 si2,SHI KI,KUSO,시,
屏,并,píng,bing2 ping4,HEI BYOU,SHIRIZOKU OOU,,bình
屐,彳支,jī,kek6,GEKI KEKI,HAKIMONO,극,
屑,肖,xiè,sit3,SETSU,ISAGYOI KUZU,설,
屒,,zhěn,,,,,
屓,0,xiè,ai3 hei3 ngai3,KI,NEIKI IBIKI,,
屔,尼,ní,,DEI NAI DE NI,,,
展,0,zhǎn,zin2,TEN,TSURANERU NOBERU NOBIRU,전,triển
屖,辛,xī,,SEI SAI,YASUMU KATAI,,
屗,,wěi,,,,,
屘,,mǎn,mei1,,,,
屙,阿,ē,o1,A,,,
屚,0,lòu,,ROU RU,MORU,,
屛,并,píng,bing2,HEI BYOU,SHIRIZOKU OOU,병,
屜,世,tì,tai3,TEI TAI,KUTSUSHIKI SHIKIWARA,,
屝,,fèi,fei2 fei6,,,,
属,禹,shǔ,suk6 zuk1,ZOKU SHOKU SHU,YAKARA TSUKU SAKAN,,
屟,枼,xiè,,TEI TAI SEHU,,,
屠,者,tú,tou4,TO CHO,HOFURU,도,đồ
屡,婁,lǚ,leoi5,RU,SHIBASHIBA,,
屢,,lǚ,leoi5,RU,SHIBASHIBA,누 루,lũ
屣,徙,xǐ,saai2,SHI,ZOURI,,
層,曾,céng,cang4,SOU,KASANARU KASA,층,tầng
履,復,lǚ,lei5 leoi5,RI,HAKU KUTSU FUMU,리 이,
屦,,jù,geoi3,,,,
屧,,xiè,sit3,TEI TAI SEHU,SHIKIWARA KUTSUSHIKI,,
屨,,jù,geoi3,KU,KUTSU,구,
屩,,juē,goek3,KYAKU KAKU KIKU KOKU KEU,ITOGUTSU KUTSUSHIKI SHIKIWARA,,
屪,寮,liáo,liu4,RYOU,,,
屫,,jué,,KYAKU,,,
屬,蜀,shǔ,suk6 zuk1,ZOKU SHOKU SHU,YAKARA TSUKU SAKAN,속,thuộc
屭,贔,xì,ai3 hei3,KI,SAKAN KIBISHII,,
屮,0,chè,cit3,SA,HIDARI HIDARITE,,
屯,0,tún,tyun4 zeon1,TON CHUN,TAMUROSURU TAMURO,둔,truân
屰,0,nì,,GEKI GYAKU HAKU HIYAKU,SAKARAU,,
山,0,shān,saan1,SAN SEN,YAMA,산,sơn
屲,,wā,,,,,
屳,,xiān,,SEN,,선,
屴,,lì,lak6 lik6,RYOKU RIKI,SOBIERUSAMA,,
屵,厂,è,,GATSU GACHI GETSU GECHI,KISHIGATAKA AOGO,,
屶,0,huì,,,NATA,,
屷,,huì,,,,,
屸,,lóng,lung4,,,,
屹,乞,yì,ngat6,KITSU GITSU,SOBADATSU,흘,ngật
屺,,qǐ,gei2 hei2,KI,,기,
屻,,rèn,jan6,JIN NIN,,,
屼,兀,wù,ngat6,GOTSU GOCHI GUTSU GUCHI KOTSU,,,
屽,,hàn,,KAN GAN,,,
屾,,shēn,san1,SHIN SAN,,,
屿,与,yǔ,jyu4 zeoi6,,,,
岀,,chū,,SHUTSU SUI,DERU DASU,,
岁,,suì,seoi3,,,,
岂,己,qǐ,hei2,,,,
岃,,rèn,,,,,
岄,,yuè,,,,,
岅,反,bǎn,baan2 faan2,HAN,,,
岆,夭,yǎo,,EU,,,
岇,卬,áng,,GOU,YAMANOTAKIISAMA,,
岈,,yá,haa1 ngaa4,KA,KODAMA,하,
岉,勿,wù,,BUTSU MOCHI,,,
岊,,jié,zit3,SETSU SECHI GU,,절,
岋,及,è,,GOU,,,
岌,及,jí,gap6 kap1,KYUU GYUU,TAKAI,급,ngập
岍,,qiān,hin1,,,,
岎,,fén,,,,,
岏,元,wán,jyun4,GUWAN,KEHASHII TAKAI,완,
岐,支,qí,kei4,KI GI,EDAMICHI,기,
岑,今,cén,sam4,SHIN GIN,MINE,잠,sầm
岒,,qián,kim4,KEN GEN,,겸,
岓,,qí,,KI GE,,,
岔,分,chà,caa1 caa3,SA TA FUN,MACHIGAU KUICHIGAU,차,
岕,介,jiè,,KAI,,,
岖,區,qū,keoi1,,,,
岗,冈,gǎng,gong1,,,,
岘,見,xiàn,jin6,,,,
岙,,ào,ou3,,,,
岚,,lán,laam4,,,,
岛,,dǎo,dou2,,,,
岜,巴,bā,baa1,,,,
岝,乍,zuò,zok3,SAKU SHAKU ZAKU,,작,
岞,乍,zuò,zok3 zok6,,,,
岟,,yǎng,,YOU OU,HUMOTO,,
岠,,jù,geoi6,KYO GO,,,
岡,网,gāng,gong1,KOU,OKA,강,
岢,,kě,ho2,,,,
岣,,gǒu,gau2 keoi1,KOU KU,ITADAKI,구,
岤,,xué,,KETSU KECHI,,,
岥,皮,pō,bei1 pei4 po1,HA,KUZURERUSAMA,파,
岦,,lì,,RYUU,,립,
岧,,tiáo,tiu4,TEU DEU,,초,đèo
岨,且,qū,zeoi1 zeoi2 zo2,SO SHO,ISHAMA SOBA,저,
岩,1,yán,ngaam4,GAN,IWA,암,nham
岪,弗,fú,fat6,FUTSU BUCHI,YAMAMICHI,불,
岫,由,xiù,zau6,SHUU YUU,KUKI MINE,수,
岬,甲,jiǎ,gaap3,KOU,MISAKI,갑,
岭,,lǐng,ling4 ling5,REI,,령,
岮,它,tuó,,TA DA,KUZURERUSAMA,,
岯,丕,pí,,HI BI HAI HE,,,
岰,幼,ào,,YOU YU AU EU,,,
岱,代,dài,doi6,TAI DAI,KAWARIAU HAJIME,대,đồi
岲,兄,kuàng,,KOU KYOU,,,
岳,丘,yuè,ngok6,GAKU,TAKE,악,
岴,丘,qū,,KU,KEWASHII,,
岵,,hù,wu6,KO GO,YAMA,호,hô
岶,白,pò,,HAKU HYAKU,SHIGERU,,
岷,民,mín,man4,BIN MIN,,민,
岸,干,àn,ngon6,GAN,KISHI,안,ngàn
岹,,tiáo,,,,,
岺,,líng,ling4,REI,,령,
岻,氐,chí,,JI NI,,,
岼,平,píng,,,YURI,,
岽,東,dōng,,,,,
岾,占,hàn,,SEN CHOU,YAMA,점,
岿,归,kuī,kwai1,,,,
峀,,xiù,,SHUU YUU,,수,
峁,卯,mǎo,maau5,,,,
峂,冬,tóng,tung4,,,,
峃,,xué,,,,,
峄,,yì,jik6,,,,
峅,弁,biàn,,,KURA,,
峆,合,hé,hap6,KAHU GOHU,,,
峇,合,bā,baa1 hap6,KOU GOU,,,
峈,,luò,,RAKU,,,
峉,各,è,ngaak6,GAKU GYAKU,,,
峊,1,fù,fau6,FU,,,
峋,旬,xún,seon1,SHUN,,순,
峌,,dié,,TETSU DECHI,,,
峍,聿,lù,,,,,
峎,艮,ěn,jan2,GON,,,
峏,,ér,,JI NI,,,
峐,亥,gāi,,KAI KI,,,
峑,全,quān,cyun1,,,,
峒,,dòng,dung6 tung4,TOU ZU DOU,,동,
峓,夷,yí,,,,,
峔,老,mǔ,,BO MO,,,
峕,,shí,si4,SHI,,,
峖,安,ān,,AN ATSU ACHI,,,
峗,危,wéi,,GI GUWAI GE GUTSU GUCHI KI,,,
峘,亘,huán,wun4,KAN GUWAN KOU GOU,,,
峙,寺,zhì,ci5 si6,JI,SOBADATSU,치,
峚,0,mì,,BITSU MICHI,,,
峛,列,lǐ,lei5,RI,SAKAMICHI,,
峜,企,jì,,KEI,KAZOHERU,,
峝,,tóng,,TOU ZU,EBISU,,
峞,危,wéi,,KI GUWAI GE GOTSU GOCHI,,,
峟,,yòu,,YOU U,,,
峠,𠧗,qiǎ,,,TOUGE,상,
峡,夾,xiá,haap6,KYOU KOU,HAZAMA,,
峢,列,lǐ,,,,,
峣,堯,yáo,jiu4,GYOU,KEWASHII,,
峤,乔,jiào,giu6 kiu4,,,,
峥,爭,zhēng,zang1,,,,
峦,,luán,lyun4,,,,
峧,,jiāo,,,,,
峨,我,é,ngo4,GA,TAKANE IKAMESHII,아,
峩,我,é,ngo4,GA,KEWASHII,아,
峪,谷,yù,juk6 jyu6,YOKU,TANI,,
峫,邪,xié,,YA SHA JA,,,
峬,,bū,bou1,HO FU,,,
峭,肖,qiào,ciu3,SHOU,KEWASHII KIBISHII,초,
峮,君,qūn,kwan1,KIN KON KUN,TSURANARU,,
峯,夆,fēng,fung1,HOU,MINE,봉,
峰,夆,fēng,fung1,HOU,MINE,봉,
峱,狃,náo,naau4,DOU NOU,,노,
峲,利,lǐ,,RI,YAMANONARABUSAMA,,
峳,攸,yóu,,,,,
峴,,xiàn,jin6,KEN GEN,KEWASHII,현,
峵,宏,róng,wing4,KOU,,,
島,0,dǎo,dou2,TOU,SHIMA,도,đảo
峷,,shēn,,SHIN,,,
峸,成,chéng,,SEI JAU,,,
峹,,tú,,TO,,,
峺,更,gěng,,KOU KYOU,SAEGIRU,,
峻,夋,jùn,zeon3,SHUN,TAKAI KEWASHII,준,
峼,吿,gào,kuk1,,,,
峽,夾,xiá,haap6,KYOU KOU,HAZAMA,협,giáp
峾,沂,yín,,,,,
峿,吾,yǔ,ng4,,,,
崀,,làng,long4 long5,,,,
崁,坎,kàn,ham3,KAN,KU BOMI,,
崂,勞,láo,dang3,,,,
崃,来,lái,loi4,,,,
崄,僉,xiǎn,him2,KEN,KEWASHII,,
崅,,què,,,,,
崆,空,kōng,hung1,KOU KU,,공,
崇,宗,chóng,sung4,SUU SHUU,TAKAI AGAMERU TATTOBU,숭,sùng
崈,宗,chóng,,SHUU,,,
崉,沓,tà,,,,,
崊,,lín,,,,,lờm
崋,,huà,waa4 waa6,KA,,,
崌,居,jū,geoi1,,,,
崍,,lái,loi4,RAI,,래,
崎,奇,qí,kei1,KI,SAKI KEWASHII,기,
崏,昏,mín,,BIN,,,
崐,昆,kūn,kwan1,KON,,곤,
崑,昆,kūn,kwan1,KON,,곤,côn
崒,,zú,zeot1 zyut3,SHUTSU SHUCHI SOTSU ZOCHI SUI,KEWASHII,,chót
崓,固,gù,,,,,
崔,隹,cuī,ceoi1,SAI SUI SE,MAJIWARU,최,thôi
崕,厓,yá,aai4 ngaai4,GAI,GAKE,애,
崖,厓,yá,ngaai4,GAI,GAKE,애,day
崗,岡,gǎng,gong1,KOU,OKA,강,
崘,侖,lún,leon4,RON,,륜,
崙,侖,lún,leon4,RON RIN,,륜 윤,son
崚,夌,léng,ling4,RYOU,,,
崛,屈,jué,gwat6,KUTSU,SOBADATSU,굴,
崜,垂,duō,,,,,
崝,,zhēng,zang1,SAU JAU,,,
崞,享,guō,gwok3,,,,
崟,金,yín,jam4,GIN,MINE,음,
崠,東,dōng,dung3,TOU TSU,,,
崡,函,hán,,KAN GEN,,,
崢,爭,zhēng,zaang1 zang1,SOU,,쟁,
崣,委,wěi,wai2,I,,,
崤,肴,xiáo,ngaau4,KOU GYOU GOU,,효,
崥,卑,pí,,HEI BAI HI BI,,,
崦,奄,yān,jim1,EN,,엄,
崧,松,sōng,sung1,SHUU SHU SUU,SOBADATSU,숭,
崨,疌,jié,,SEHU ZEHU,,,
崩,朋,bēng,bang1,HOU,KUZURERU KUZUSU,붕,
崪,,zú,,,,,
崫,屈,kū,,KUTSU,SOBADATSU,,
崬,東,dōng,dung1,,,,
崭,斬,zhǎn,zaam2,,,,
崮,固,gù,gu3,,,,
崯,,yín,jam4,,,,
崰,甾,zī,,,,,
崱,則,zè,zak1,SHOKU JIKI,,,
崲,皇,huáng,,KOU WAU,,,
崳,兪,yú,,YU,,,
崴,威,wǎi,wai1,WAI E I,,외,
崵,昜,yáng,,SEU TAU,,,
崶,封,fēng,fung1,HOU FU,,,
崷,酋,qiú,cau4,SHIU JU,,,
崸,,yáng,,TON DON,,,
崹,帝,tí,,TEI DAI,,,
崺,施,yǐ,ji5,I,,,
崻,待,zhì,,,,,
崼,,shì,,SHI TETSU,,,
崽,思,zǎi,zoi2,SAI SHA SHI,KODOMO,재,
崾,要,yǎo,jiu5,,,,
崿,咢,è,ngok6,GAKU,GAKE KISHI,,
嵀,柱,zhù,,CHIU JIYU,,,
嵁,甚,kān,ham1,KAN KON KEN SEN ZEN CHIN GAN,,감,kham
嵂,律,lǜ,leot6,RITSU RICHI,KEWASHII,률,
嵃,彥,yǎn,,GEN GAN,KEHASHII KEHASHIISAMA,,
嵄,美,měi,,,,미,
嵅,咸,hán,,KAN KON,,,
嵆,,jī,kai1,KEI GEI,,,
嵇,,jī,kai1,KEI GEI,,,
嵈,爰,huàn,wun6,KAN GAN,,,
嵉,亭,tíng,,TEI CHAU,,,
嵊,乘,shèng,sing6,SHOU JOU,,,
嵋,眉,méi,mei4,BI BAI MI,,미,mi
嵌,𣢟,qiàn,haam1 ham3 ham6,KAN,ANA,감,
嵍,敄,wù,,,,,
嵎,禺,yú,jyu4,GUU GU,KUMA,우,giủng
嵏,㚇,zōng,,,,,
嵐,風,lán,laam4,RAN,ARASHI,남 람,
嵑,,kě,hot3 kit3,KETSU GECHI KATSU KACHI,SOBIERU ISHIBUMI,,
嵒,品,yán,ngaam4,GAN,IWA SOBIERU,,
嵓,品,yán,,GAN,,암,
嵔,畏,wěi,,,,외,
嵕,㚇,zōng,zung1,SOU,,,
嵖,查,chá,zaa6,SA,,,
嵗,戌,suì,seoi3,SEI,,,
嵘,荣,róng,wing4,,,,
嵙,科,kē,,,YAMASHINA,,
嵚,钦,qīn,jam1,,,,
嵛,,yú,jyu4,,,,
嵜,奇,qí,,KI,KEWASHII SAKI,,
嵝,婁,lǒu,lau5,,,,
嵞,,tú,,TO ZU,,,
嵟,隹,duī,,KI TE DE,TAKAI,,
嵠,奚,xī,kai1,GEI KEI,TANI,,
嵡,翁,wěng,,OU O,YAMANOSAMA,,
嵢,倉,cāng,,SOU,,,
嵣,唐,dàng,,TAU DAU,,,
嵤,,róng,,KEI GYOU KOU EI YOU,YAMANOFUKAISAMA,,
嵥,桀,jié,,KETSU GECHI,,,
嵦,豈,kǎi,hoi2,,,,
嵧,留,liú,,RIU RU,,,
嵨,烏,wù,,O U,,,
嵩,0,sōng,sung1,SUU SHUU,TAKAI KASA,숭,tung
嵪,,qiāo,,KOU KYOU,KATAI YASETEKATAITSUCHI,,
嵫,兹,zī,zi1,,,,
嵬,鬼,wéi,ngai4,KAI GAI GI,TAKAI,외,ngôi
嵭,旁,bēng,,HOU HYOU,KUZURERU,,
嵮,真,diān,,,,,
嵯,差,cuó,co1,SA SHI,KEWASHII TAKAI,차,
嵰,,qiǎn,him2,KEN KAN,YAMANOTAKUISAMA,,
嵱,容,yǒng,jung4,YOU YU,,용,
嵲,臬,niè,jit6,GETSU GECHI,,,
嵳,差,cuó,,SA,KEWASHII TAKAI,,
嵴,脊,jǐ,zek3,,,,
嵵,時,shí,,,,,
嵶,弱,ruò,,,TAO,,
嵷,從,sǒng,sung2,SHOU SHUU SOU SU,,,
嵸,從,zōng,zung1,,,,
嵹,强,jiàng,koeng4,KYOU GOU,,,
嵺,翏,liáo,liu4,REU KOU KEU,TAKAI,,
嵻,康,kāng,hong1,,,,
嵼,產,chǎn,,SAN SEN,,,
嵽,帶,dié,dai6 dit6,TETSU DECHI TEI DAI,,,
嵾,參,cēn,cam1,SHIN SAN SON,,,
嵿,頂,dǐng,,TEI CHOU,,,
嶀,雩,tū,,TO TSU,,,
嶁,,lǒu,lau5,RU ROU,ITADAKI,루,
嶂,章,zhàng,zoeng3,SHOU,MINE,장,
嶃,斬,zhǎn,caam4,SAN ZAN SEN ZEN,KEWASHII,,
嶄,斬,zhǎn,zaam2,SAN ZAN,KEWASHII,참,chởm
嶅,敖,áo,ngou4 ou4,,,,
嶆,曹,cáo,,SAU ZOU,,조,
嶇,區,qū,keoi1,KU,KEWASHII,구,
嶈,將,qiāng,,SHAU SOU,,,
嶉,唯,cuī,,SUI SHI,,,
嶊,推,zuǐ,,SUI TSUI SAI SE,,,
嶋,鳥,dǎo,dou2,TOU,SHIMA,도,
嶌,鳥,dǎo,,TOU,SHIMA,,
嶍,習,xí,zaap6,SHIHU,,,
嶎,尉,yù,wai3,,,,
嶏,屵,pèi,,,,,
嶐,隆,lóng,,RYUU,,,
嶑,象,xiàng,,,,,
嶒,,céng,cang4,SHOU ZOU SOU JOU,,증,
嶓,番,bō,bo1,HA,,,
嶔,欽,qīn,jam1,KIN KON KEN KAN,KEWASHIISAMA,금,
嶕,焦,jiāo,ciu4 ziu1,SEU ZEU SHOU JOU,,초,
嶖,翕,yān,,,,,
嶗,勞,láo,dang3 lou4,,,,lao
嶘,棧,zhàn,,,,,
嶙,,lín,leon4,RIN,,린,
嶚,尞,liáo,liu4,RYOU,,,
嶛,尞,liáo,,RYOU,,,
嶜,朁,jīn,zam1,SHIN SEN ZEN JIN,,,
嶝,登,dèng,dang3,TOU,SAKAMICHI,등,
嶞,隋,duò,do6,TA DA,,,
嶟,尊,zūn,,SON SHUN,SOBADATSU,,
嶠,喬,jiào,giu6 kiu4,KYOU GYOU,,교,
嶡,厥,guì,gwai3 kyut3,KEI KE KETSU KACHI,,,
嶢,堯,yáo,jiu4,GYOU,KEWASHII,요,nghèo
嶣,焦,jiāo,,,,,
嶤,,yáo,jiu4,,,,
嶥,厥,jué,,,,,
嶦,詹,zhān,,,,,
嶧,睪,yì,jik6,EKI YAKU SEKI SHAKU,TSURANARU,역,
嶨,,xué,bok3 hok6,KAKU GAKU,,,
嶩,農,náo,naau4,DAU,,,
嶪,業,yè,jip6,GYOU,,업,
嶫,業,yè,jip6,GYOU,TAKAI,업,
嶬,義,yí,,GI,KEWASHII,,
嶭,𠂤辛,niè,jit6,GATSU GACHI GETSU GECHI,,,
嶮,僉,xiǎn,him2,KEN,KEWASHII,험,
嶯,戢,jí,,SHIU SAU,,,
嶰,解,xiè,haai5,KAI GE KE,TANI,해,
嶱,葛,kě,got3,KATSU KACHI,,,
嶲,雋,xī,kwai4 seoi2 seoi5,KEI E KI SUI,MEGURI,,
嶳,,dì,,,,,
嶴,奧,ào,ngou3 ou3,AU OU IKU,OKU KUMA,,
嶵,罪,zuǐ,,SAI,,,
嶶,微,wēi,mei4,,,,
嶷,疑,yí,ji4 jik6,GI GYOKU,SATOI,의,
嶸,榮,róng,jing4 wing4,KOU OU EI YOU,KEWASHII,영,
嶹,壽,dǎo,dou2,TOU,SHIMA,,
嶺,領,lǐng,leng5 ling5,REI RYOU,MINE,령 영,
嶻,截,jié,,,,,
嶼,與,yǔ,jyu4 zeoi6,SHO,SHIMA,서,
嶽,獄,yuè,ngok6,GAKU,TAKE,악,
嶾,㥯,yǐn,,,,은,
嶿,需,ru,,,,,
巀,,jié,,SATSU ZACHI SETSU ZECHI,,,
巁,厲,lì,lai6,,,,
巂,崔,guī,kwai4 seoi2 seoi5,SUI,,,
巃,,lóng,lung4,ROU RU,KEWASHII,,
巄,,lóng,,,,,
巅,颠,diān,din1,,,,
巆,營,róng,,KOU KEI GYAU,,,
巇,戲,xī,hei1,KI,KEWASHII,,
巈,鞠,jú,,,,,
巉,毚,chán,caam4,SAN ZAN,,참,
巊,嬰,yǐng,,,,,
巋,歸,kuī,kwai1,KI GI,TSURANARU,규,
巌,厳,yán,ngaam4,GAN,KEWASHII IWAO,,
巍,魏,wēi,ngai4,GI,TAKAI,외,nguy
巎,夒,náo,,DOU,,,
巏,雚,quán,kyun4,KEN GEN KON,,,
巐,髜,chǎo,,CHOU,YAMANOSAMA,,
巑,贊,cuán,cyun4,SAN ZAN,,찬,
巒,䜌,luán,lyun4,RAN,MINE,만,
巓,顚,diān,din1,TEN,ITADAKI,전,
巔,顛,diān,din1,TEN,ITADAKI,,
巕,孽,niè,,,,,
巖,嚴,yán,ngaam4,GAN GEN,KEWASHII IWAO IWA,암,nham
巗,嚴,yán,aam4 ngaam4,,,,
巘,獻,yǎn,jin5,GEN GON KEN,MINE,,
巙,夔,kuí,,KI GI DOU NOU,,,
巚,獻,yǎn,,,,헌,
巛,0,chuān,cyun1 kwan1,SEN,KAWA,,
巜,,kuài,,KAI KE KAN,,,
川,0,chuān,cyun1,SEN,KAWA,천,xuyên
州,0,zhōu,zau1,SHUU SU,SU SHIMA,주,châu
巟,亡,huāng,fong1,KOU,,,
巠,巛,jīng,ging1,KEI KYOU,,경,
巡,川,xún,ceon4,JUN,MEGURU,순,tuần
巢,0,cháo,caau4,,,소,sào
巣,0,cháo,,SOU,SU SUKUU,,
巤,0,liè,lip6,REHU,TATEGAMI MOTO,,
工,0,gōng,gung1,KOU KU,TAKUMI WAZA TSUKASA,공,công
左,0,zuǒ,zo2,SA,HIDARI MOTORU TASUKERU,좌,tả
巧,工,qiǎo,haau2 kiu2,KOU,TAKUMI SATOI,교,xảo
巨,0,jù,geoi6,KYO,OOKII,거,
巩,工,gǒng,gung2,KYOU,,,
巪,,jù,,,,,
巫,0,wū,mou4,FU BU,MIKO KANNAGI,무,
巬,,pu,,,,,
巭,功,pu,,,,,
差,左,chà chā,caa1 caai1 ci1,SHI SA,SASU TAGAU TAGAI,차,sai
巯,㐬,qiú,kau4,,,,
巰,㐬,qiú,kau4,,,,
己,0,jǐ,gei2,KI KO,ONORE TSUCHINOTO,기,kỉ
已,0,yǐ,ji5,I,SUDENI YAMU NOMI,이,dĩ
巳,0,sì,zi6,SHI,MI,사,tị
巴,0,bā,baa1,HA,TOMOE,파,ba
巵,0,zhī,zi1,SHI,SAKAZUKI,치,
巶,,zhāo,,,,,
巷,0,xiàng,hong6,KOU,CHIMATA,항,
巸,己,yí,,I KI,HIROIAGO OOKII,이,
巹,丞,jǐn,gan2,KIN,SHITAGAU NOBIRU SAKAZURU,근,
巺,,xùn,,SON,TATSUMI YUZURU,,
巻,龹,juàn,,KAN KEN,MAKU,,
巼,,bā,,,,,
巽,己己,xùn,seon3,SON,TATSUMI,손,rốn
巾,0,jīn,gan1,KIN,FUKIN OOI HABA,건,cân
巿,0,fú,fat1 si5,FUTSU FUCHI HATSU HACHI,HIZAKAKE,,
帀,0,zā,,SOU,MEGURU MEGURASU MEGURI,,táp
币,,bì,bai6,,,,
市,0,shì,si5,SHI,ICHI,시,thị
布,父,bù,bou3,FU,NUNO SHIKU,포,bố
帄,丁,dīng,,TEI CHAU,,,
帅,,shuài,seoi3,,,,
帆,凡,fān fán,faan4,HAN,HO,범,
帇,0,niè,,DEN NYOU,TEWAZAGASUBAYAI,,
师,帀,shī,si1,,,,
帉,,fēn,fan1,,,분,
帊,巴,pà,paa3,HA HE,,,
帋,氏,zhǐ,zi2,SHI,KAMI,,
希,㐅,xī,hei1,KI,MARE KOINEGAU,희,hơi
帍,,hù,,KO GO,HIRE,,
帎,,dàn,zam2,TAN TON,,,
帏,韋,wéi,wai4,,,,
帐,長,zhàng,zoeng3,,,,
帑,奴,tǎng,nou4 tong2,DO TOU,KANEGURA,탕,nô
帒,代,dài,doi6,TAI DAI,FUKURO,,đẫy
帓,末,mò,,,,,
帔,,pèi,pei3,HI,HUKURO,,
帕,白,pà,paa3 paak3,BATSU MECHI HA HE HAKU MYAKU,TSUTSUMU,말,
帖,占,tiē,tip3,JOU CHOU,KAKIMONO,첩,thiếp
帗,,bō,fat1,,,,
帘,,lián,lim4,REN SHIN JIN YOU,SAKEBATA,,
帙,失,zhì,dit6,CHITSU,FUMAKI,질,
帚,0,zhǒu,zaau2 zau2,SOU SHUU,HOUKI,추,
帛,白,bó,baak6,HAKU,KINU,백,
